Subject,Left_aLEC.Volume,Left_aLEC.SurfaceArea,Right_aLEC.Volume,Right_aLEC.SurfaceArea,Left_pMEC.Volume,Left_pMEC.SurfaceArea,Right_pMEC.Volume,Right_pMEC.SurfaceArea,Left_Perirhinal.Volume,Left_Perirhinal.SurfaceArea,Right_Perirhinal.Volume,Right_Perirhinal.SurfaceArea,Left_Parahippocampal.Volume,Left_Parahippocampal.SurfaceArea,Right_Parahippocampal.Volume,Right_Parahippocampal.SurfaceArea,Left_DG_CA3.Volume,Left_DG_CA3.SurfaceArea,Right_DG_CA3.Volume,Right_DG_CA3.SurfaceArea,Left_CA1.Volume,Left_CA1.SurfaceArea,Right_CA1.Volume,Right_CA1.SurfaceArea,Left_Subiculum.Volume,Left_Subiculum.SurfaceArea,Right_Subiculum.Volume,Right_Subiculum.SurfaceArea
sub-1574,625.05467616,557.835,516.134257344,528.259,287.153831424,341.745,407.213838528,428.391,1386.25987584,854.468,1644.945870528,1184.35,2848.021405632,1571.13,3336.925558272,1777.64,434.443943232,495.129,513.65879328,554.089,1472.90111808,1316.63,1482.802974336,1333.18,816.90314112,773.03,835.4691216,751.783
sub-1575,757.492003584,601.532,793.386232512,629.376,349.040433024,372.805,465.387244032,429.485,1565.73102048,897.059,1886.303616768,1015.54,3296.080401216,1711.18,3183.446786304,1674.78,670.850761344,669.632,851.559638016,785.118,1954.378878528,1604.68,2095.480330176,1730.47,882.502938816,870.674,914.683971648,869.197
sub-1576,585.447251136,539.597,529.749309696,477.198,295.817955648,345.2,428.255283072,432.529,1069.400475648,732.624,1393.686268032,847.118,1892.492276928,1162.5,2162.317859904,1283.96,627.530140224,644.39,834.231389568,751.478,1769.95680576,1572.26,1599.149785344,1458.19,846.608709888,844.686,880.027474752,805.038
sub-1577,476.52683232,426.499,475.289100288,433.799,383.69692992,368.89,408.45157056,393.758,1234.018835904,781.046,1334.275130496,801.636,2297.230651392,1422.22,2278.664670912,1385.83,620.103748032,617.258,732.737362944,659.821,1932.099701952,1613.47,1867.737636288,1555.32,948.102736512,871.471,906.019847424,797.18
sub-1578,566.881270656,522.832,627.530140224,555.056,254.972798592,347.062,340.3763088,378.51,1626.379890048,899.998,1534.78771968,954.886,3161.167609728,1667.68,3008.926569792,1701.18,581.73405504,624.289,681.990349632,685.552,1636.281746304,1495.83,1550.878236096,1426.77,878.78974272,883.496,967.906449024,894.698
sub-1579,665.899833216,580.444,613.915087872,560.177,337.900844736,366.404,373.795073664,366.496,1282.290385152,839.053,1339.226058624,898.736,2283.61559904,1394.6,2668.550260992,1580.1,689.416741824,700.235,824.329533312,796.849,1951.903414464,1702.83,1974.18259104,1707.88,954.291396672,981.981,1013.702534208,1006.74
sub-1580,534.700237824,515.089,508.707865152,475.694,259.92372672,298.404,320.572596288,334.601,1194.41141088,854.736,1831.84340736,1034.12,1179.558626496,954.6,2459.373547584,1484.54,809.476748928,787.825,814.427677056,760.753,1782.33412608,1655.71,1833.081139392,1589.95,641.145192576,753.093,706.744990272,772.622
sub-1581,483.953224512,484.482,522.322917504,456.724,357.704557248,405.095,381.221465856,391.598,1417.20317664,896.854,1408.539052416,906.834,2704.44448992,1471.65,2291.041991232,1412.9,634.956532416,648.077,698.080866048,675.818,1627.61762208,1430.39,1638.757210368,1425.6,768.631591872,780.745,809.476748928,775.485
sub-1582,548.315290176,514.549,564.405806592,536.056,294.580223616,341.215,321.81032832,363.364,2120.234970816,1163.09,1966.756198848,1132.93,2771.282019648,1534.44,2662.361600832,1484.17,663.424369152,629.32,802.050356736,711.48,1682.077831488,1405.45,1627.61762208,1421.93,627.530140224,652.449,589.160447232,653.528
sub-1583,392.361054144,413.963,460.436315904,452.183,189.373000896,248.315,278.4897072,301.294,1373.88255552,854.066,1576.870608768,1067.34,2395.01148192,1333.56,2481.65272416,1467.8,544.60209408,588.635,534.700237824,611.894,1462.999261824,1367.25,1391.210803968,1357.55,684.465813696,726.391,842.895513792,811.859
sub-1584,688.179009792,567.855,649.8093168,580.441,418.353426816,422.773,439.39487136,430.135,1625.142158016,988.234,1668.462779136,956.942,3590.660624832,1880.48,3270.088028544,1755.31,576.783126912,645.068,768.631591872,760.768,1892.492276928,1595.76,1865.262172224,1608.22,1009.989338112,962.672,1042.170370944,997.6
sub-1585,831.755925504,627.123,595.349107392,530.496,394.836518208,395.831,363.893217408,355.567,1644.945870528,928.962,1984.084447296,1188.11,2484.128188224,1446.16,2097.95579424,1224.55,808.239016896,751.375,857.748298176,795.396,1861.548976128,1632.21,1772.432269824,1502.5,845.370977856,824.251,722.835506688,715.216
sub-1586,659.711173056,600.9,560.692610496,544.754,300.768883776,348.975,386.172393984,412.248,1943.23929024,1221.54,2220.491265408,1384.51,3339.401022336,1825.59,3305.982257472,1817.88,607.726427712,610.914,741.401487168,684.92,1871.450832384,1529.4,1911.058257408,1543.37,944.389540416,827.495,856.510566144,757.068
sub-1587,571.832198784,529.253,519.84745344,460.2,323.048060352,372.422,455.485387776,447.119,1991.510839488,1282.66,2477.939528064,1285.48,3223.054211328,1697.01,2878.964706432,1654.34,811.952212992,754.338,776.057984064,729.062,1897.443205056,1644.82,1945.714754304,1630.49,774.820252032,757.81,940.67634432,885.468
sub-1588,538.41343392,501.454,534.700237824,494.261,332.949916608,328.817,419.591158848,396.412,1897.443205056,1027.74,1891.254544896,1033.47,3236.66926368,1666.83,3081.95275968,1566.17,596.586839424,631.227,784.722108288,741.499,1729.111648704,1536.85,1745.20216512,1541.45,902.306651328,886.16,897.3557232,823.818
sub-1589,448.058995584,429.34,621.341480064,525.327,272.30104704,308.363,274.776511104,276.644,2737.863254784,1352.75,2380.158697536,1231.74,2814.602640768,1574.12,2623.99190784,1438.16,486.428688576,496.146,634.956532416,574.764,1514.984007168,1309.5,1596.67432128,1309.98,492.617348736,536.567,454.247655744,491.806
sub-1590,474.051368256,446.347,553.266218304,516.437,294.580223616,327.077,367.606413504,363.052,1339.226058624,834.9,1584.29700096,926.948,2267.525082624,1350.43,1746.439897152,1170.41,574.307662848,617.015,665.899833216,654.939,1727.873916672,1479.6,1836.794335488,1518.97,811.952212992,804.481,846.608709888,774.308
sub-1591,574.307662848,498.674,526.0361136,459.254,258.685994688,304.378,325.523524416,321.379,1398.63719616,814.817,1583.059268928,922.604,2659.886136768,1546.27,2506.4073648,1518.24,652.284780864,664.627,761.20519968,706.575,1829.367943296,1589.22,1810.801962816,1510.94,738.926023104,777.943,881.265206784,821.801
sub-1592,618.866016,616.203,730.26189888,617.787,299.531151744,344.844,409.689302592,426.359,2833.168621248,1455.44,2350.453128768,1212.4,3083.190491712,1747.56,3010.164301824,1663.56,560.692610496,569.071,689.416741824,666.047,1815.752890944,1452.37,1846.696191744,1484.31,799.574892672,740.477,941.914076352,810.082
sub-1593,607.726427712,536.21,592.873643328,528.945,304.482079872,349.805,356.466825216,399.128,1544.689575936,864.531,2074.438885632,1118.45,2621.516443776,1476.66,2990.360589312,1563.23,612.67735584,608.372,776.057984064,721.344,1760.054949504,1548.93,1741.488969024,1495.84,861.461494272,832.44,847.84644192,789.258
sub-1594,409.689302592,425.145,511.183329216,476.816,320.572596288,354.17,320.572596288,345.761,1842.982995648,1173.73,1836.794335488,1003.33,2937.138111936,1578.59,2637.606960192,1432.05,545.839826112,599.581,660.948905088,682.968,1383.784411776,1324.41,1368.931627392,1313.97,731.499630912,760.68,673.326225408,670.85
sub-1595,480.240028416,465.772,504.994669056,485.314,259.92372672,273.297,341.614040832,346.649,1857.835780032,974.506,1766.243609664,1002,2991.598321344,1590.87,3293.604937152,1724.07,707.982722304,712.245,830.518193472,765.905,1885.065884736,1606.37,1938.288362112,1628.43,722.835506688,811.836,819.378605184,808.118
sub-1596,488.90415264,492.153,504.994669056,486.952,240.120014208,293.407,282.202903296,317.927,1816.990622976,1028.37,2596.761803136,1437.79,2708.157686016,1526.49,3299.793597312,1707.39,542.126630016,581.135,563.16807456,610.309,1472.90111808,1335.49,1508.795347008,1382.13,756.254271552,706.284,903.54438336,808.456
sub-1597,461.674047936,450.421,495.0928128,506.269,268.587850944,314.49,349.040433024,364.314,1486.516170432,875.617,1337.988326592,971.7,2637.606960192,1468.35,2568.2939664,1403.16,559.454878464,589.801,586.684983168,598.961,1500.131222784,1347.07,1490.229366528,1332.37,792.14850048,760.11,805.763552832,725.543
sub-1598,466.624976064,443.887,533.462505792,499.595,293.342491584,288.807,276.014243136,306.434,1757.57948544,968.12,1653.609994752,957.455,2347.977664704,1359.34,2515.071489024,1406.68,542.126630016,607.214,579.258590976,603.347,1411.01451648,1306.35,1464.236993856,1316.06,761.20519968,748.38,798.33716064,746.106
sub-1599,700.556330112,604.109,555.741682368,515.274,314.383936128,370.819,409.689302592,422.648,1138.71346944,749.641,939.438612288,712.757,2544.777057792,1452.1,2251.434566208,1325.94,608.964159744,630.958,720.360042624,709.028,1820.703819072,1554.59,1890.016812864,1613.06,956.766860736,892.75,977.80830528,913.888
sub-1600,495.0928128,455.314,539.651165952,496.736,231.455889984,291.694,226.504961856,285.203,1709.307936192,957.339,1923.435577728,1096.09,2564.580770304,1410.34,2835.644085312,1531.19,660.948905088,688.895,807.001284864,732.269,1684.553295552,1513.76,1706.832472128,1482.64,816.90314112,748.835,915.92170368,826.969
sub-1601,673.326225408,616.094,648.571584768,548.021,282.202903296,323.466,430.730747136,422.782,1907.345061312,1102.21,1924.67330976,1096.16,2802.225320448,1634.28,2814.602640768,1541.78,294.580223616,388.959,540.888897984,549.326,1420.916372736,1285.77,1454.3351376,1270.41,884.97840288,811.636,830.518193472,727.659
sub-1602,742.6392192,677.796,681.990349632,562.769,259.92372672,306.812,268.587850944,324.438,2472.988599936,1431.19,1281.05265312,873.825,2822.02903296,1782.66,3102.994204224,1734.49,337.900844736,446.845,711.6959184,738.964,1769.95680576,1502.33,2298.468383424,1797.66,1117.672024896,943.383,919.634899776,816.999
sub-1603,616.390551936,550.788,595.349107392,537.812,272.30104704,291.057,331.712184576,356.322,1762.530413568,953.3,1385.022143808,912.75,2768.806555584,1567.94,2597.999535168,1505.9,654.760244928,657.271,914.683971648,807.864,1771.194537792,1582.73,1829.367943296,1617.97,811.952212992,836.268,790.910768448,779.518
sub-1604,491.379616704,490.104,498.806008896,475.898,345.327236928,373.361,356.466825216,386.784,1830.605675328,1012.52,2023.69187232,1125.13,2386.347357696,1386,2490.316848384,1463.34,706.744990272,672.811,767.39385984,749.672,1625.142158016,1451.4,1691.979687744,1498.96,710.458186368,724.396,777.295716096,744.643
sub-1605,730.26189888,629.549,573.069930816,497.68,346.56496896,363.288,436.919407296,414.538,1420.916372736,921.49,1677.12690336,1036.77,3232.956067584,1784.46,3319.597309824,1738.68,615.152819904,665.171,939.438612288,845.535,2078.152081728,1726.13,2012.552284032,1683.12,955.529128704,922.944,888.691598976,832.279
sub-1606,595.349107392,542.795,590.398179264,515.233,321.81032832,345.773,376.270537728,395.297,2253.910030272,1255.93,2245.245906048,1265.78,2517.546953088,1465.79,2648.74654848,1503.97,610.201891776,622.74,602.775499584,601.918,1804.613302656,1491.06,1857.835780032,1503.46,844.133245824,804.421,814.427677056,696.317
sub-1607,556.9794144,520.599,597.824571456,540.63,316.859400192,362.825,381.221465856,390.342,1355.31657504,862.829,1745.20216512,1032.99,2695.780365696,1622.66,3388.910303616,1816.37,764.918395776,769.543,823.09180128,769.755,1995.224035584,1747.17,2042.2578528,1741.3,941.914076352,954.412,1188.22275072,1030.02
sub-1608,587.9227152,551.357,575.54539488,550.169,310.670740032,345.388,334.18764864,361.678,1844.22072768,1036.14,2018.740944192,1113.94,2756.429235264,1513.68,3141.363897216,1765.96,618.866016,628.217,597.824571456,617.362,1477.852046208,1357.12,1482.802974336,1341.58,681.990349632,729.3,736.45055904,682.823
sub-1609,673.326225408,586.342,665.899833216,564.823,435.681675264,432.558,384.934661952,398.417,1355.31657504,907.546,990.1856256,697.591,1802.137838592,1187.94,2335.600344384,1458.78,608.964159744,615.062,672.088493376,673.458,1719.209792448,1501.38,1607.813909568,1433.97,867.650154432,853.311,927.061291968,838.733
sub-1623,496,465.841,488,451.05,237,284.029,374,376.491,1143,721.685,1180,768.727,2453,1406.91,2237,1372.32,406,482.96,656,639.47,1448,1304.73,1602,1437.08,722,699.789,771,731.464
sub-1633,621,535.85,603,539.663,326,352.252,490,449.381,1100,799.324,1418,920.957,3560,1883.76,3382,1835.22,747,755.099,862,754.924,1971,1729.96,1906,1624.66,763,826.457,812,796.699
sub-1634,537,472.387,484,481.49,311,358.604,398,403.807,1037,719.359,1388,983.122,3370,1862.76,4587,2196.62,677,688.006,674,682.437,1740,1595.65,1832,1633.35,883,929.79,862,828.268
sub-1635,533,496.994,612,540.503,259,291.233,375,380.935,2146,1171.98,2054,1127.7,3154,1572.24,2731,1458.16,561,603.126,747,708.502,1725,1471.32,1682,1488.76,877,841.403,812,774.786
sub-1636,445,431.967,483,469.784,319,338.295,341,357.102,1812,1072.74,2097,1167.74,2856,1587.54,2725,1571.03,630,636.003,661,646.137,1572,1447.72,1681,1450.69,730,749.856,710,689.791
sub-1637,768,658.313,727,617.94,361,378.183,372,383.551,2011,1083.2,1780,1166.36,3159,1792.1,3170,1638.36,570,618.599,651,649.729,1828,1532.18,1785,1494.43,976,931.856,965,833.034
sub-1638,556,519.906,611,549.871,343,373.066,407,401.024,1278,804.423,1245,829.168,2532,1480.94,2431,1428.63,606,631.506,811,735.137,1737,1563.81,1761,1528.76,899,875.899,912,833.369
sub-1639,716,588.84,552,500.39,344,354.233,453,426.315,2052,1109.83,1909,1037.18,2626,1464.41,2671,1529.48,767,752.482,1006,893.614,1916,1682.38,1999,1701.97,905,850.681,915,844.014
sub-1640,731,593.981,740,614.286,374,403.497,428,397.611,1269,794.743,2052,1166.22,2845,1533.02,3186,1709.05,568,598.135,715,703.318,1804,1589.66,1911,1611.47,1012,931.457,991,891.907
sub-1641,573,515.188,639,558.418,332,343.91,411,388.798,1136,798.677,1386,883.535,2850,1570.11,3189,1695.61,698,725.027,815,784.65,1952,1761.65,1811,1622.21,950,1013.51,960,918.017
sub-1642,661,593.842,701,587.352,357,390.984,413,417.715,1413,915.495,1737,1067.06,3247,1661.38,3438,1856.14,754,743.065,907,824.7,1898,1740.32,1972,1732.29,891,924.914,904,879.066
sub-1643,554,521.012,599,562.408,315,347.209,360,377.114,1358,875.848,1642,1073.53,2511,1423.75,2626,1582.85,767,743.747,714,703.464,1907,1672.11,1896,1678.33,958,954.781,1046,895.898
sub-1644,566,542.358,555,545.481,257,312.906,313,351.008,1555,967.961,1908,1133.64,3108,1676.23,2766,1588.78,745,724.406,926,829.138,1936,1692.38,1881,1669.48,777,861.338,814,852.461
sub-1645,651,560.366,630,567.288,279,337.534,388,381.238,1973,1073.89,2181,1156.74,3347,1848.11,3033,1575.12,699,700.795,769,719.337,1678,1491.25,1875,1551.92,710,743.733,712,691.213
sub-1646,697,612.195,579,520.291,338,366.343,285,312.708,1938,1108.91,1824,1022.9,2630,1516.99,3146,1764.8,765,757.419,645,700.266,1868,1659.13,1766,1625.16,930,938.509,986,940.633
sub-1647,466,457.827,455,442.004,290,304.98,307,333.055,1000,687.508,1234,817.147,2417,1364.15,2805,1491.26,763,735.281,943,831.347,1808,1626.17,1843,1634.5,882,918.154,796,817.395
sub-1648,610,537.664,553,476.892,312,358.396,396,393.418,1789,1060.63,1290,866.282,3107,1773.67,3182,1697.96,594,596.316,713,691.098,1598,1412.31,1632,1488.03,727,767.729,788,796.457
sub-1649,510,476.554,565,475.91,378,390.878,413,401.928,850,703.463,879,623.085,2242,1430.68,2639,1454.45,673,677.809,837,762.685,1778,1582.55,1781,1548.97,947,912.82,890,836.329
sub-1650,572,533.276,614,530.294,327,360.179,414,418.85,2226,1219.74,2109,1188.58,2961,1613.08,3629,1860.54,668,659.994,651,650.842,1675,1487.35,1710,1488.2,781,776.552,874,804.906
sub-1651,502,487.26,590,552.63,238,257.08,365,359.409,1886,1069.36,1334,934.836,2736,1573.75,2723,1534.16,731,682.86,883,824.648,1835,1503.03,1815,1564.75,609,645.1,761,768.537
sub-1652,608,529.145,574,522.424,313,337.988,306,306.623,1665,910.386,1760,1013.66,2527,1493.24,2649,1498.18,602,636.972,743,729.089,1888,1608.57,1873,1660.25,861,844.528,946,911.581
sub-1653,576,511.976,547,502.218,327,370.49,324,335.489,1567,895.879,1677,915.932,2494,1457.34,2440,1468.95,751,708.282,827,757.943,1813,1652.75,1701,1561.92,768,796.98,842,817.638
sub-1654,708,603.871,625,563.42,515,468.2,511,475.923,1692,1079.01,1822,1080.45,3162,1611.29,2430,1402.1,625,632.134,703,682.847,1672,1454.23,1703,1511.84,849,808.117,915,830.435
sub-1655,731,596.936,720,609.519,357,390.171,404,393.09,1196,768.483,2019,1116.25,2682,1603.13,2769,1487.82,718,720.949,754,738.311,1821,1660.17,1789,1595.39,846,895.186,885,870.059
sub-1656,507,533.646,480,509.636,360,369.076,420,409.076,2096,1141.54,2457,1275.73,2750,1584.01,2807,1524.18,470,548.531,619,634.854,1423,1356.73,1555,1385.01,858,902.967,765,766.972
sub-1657,552,484.344,557,505.939,324,363.984,338,356.954,1088,776.132,1246,867.943,3059,1691.78,2669,1453.42,684,658.78,905,790.286,1659,1495.31,1729,1537.04,713,717.61,728,753.009
sub-1658,603,546.41,679,589.289,344,358.743,405,396.472,2774,1352.25,2065,1180.95,3789,1883.65,3527,1794.84,749,732.751,889,797.323,2027,1694.57,2037,1705.95,841,847.813,864,842.288
sub-1659,539,493.783,542,475.061,319,322.222,447,415.765,1432,897.382,1908,1029.96,2862,1591.5,3273,1719.1,727,716.724,860,770.502,1794,1638.84,1797,1584.92,848,867.04,669,658.983
sub-1660,565,501.442,539,482.445,295,340.174,343,385.477,1610,928.53,1369,876.544,3001,1685.6,2766,1625.9,744,756.146,898,811.321,1570,1566.06,1559,1483.73,711,812.789,790,838.395
sub-1661,529,476.445,554,512.604,314,340.381,379,380.825,2030,1123.66,2332,1226.96,2957,1554.43,2555,1454.47,526,622.722,595,640.334,1564,1435.45,1526,1391.98,798,851.572,820,811.356
sub-1662,670,599.188,566,520.329,372,370.154,366,381.273,1452,892.656,2410,1289.62,2840,1593.26,2739,1550.97,690,702.849,692,716.305,1846,1626.6,1819,1570.63,876,883.596,887,795.763
sub-1663,607,566.955,620,569.525,269,330.099,312,326.019,2126,1132.19,2199,1152.14,2659,1545.58,3099,1749.78,702,672.904,906,827.979,1805,1566.87,1978,1725.34,930,874.525,1022,974.75
sub-1664,484,464.598,503,474.304,305,322.296,391,380.554,1614,861.351,1521,1002.73,2736,1526.21,3074,1556.82,586,602.171,591,591.533,1446,1359.05,1472,1331.89,681,718.594,786,740.42
sub-1665,568,495.093,514,453.209,239,295.007,373,392.06,1967,1051.39,1456,1011.44,3159,1750.78,2484,1480.85,800,733.569,377,444.409,1736,1557.98,1234,1191.82,696,706.359,689,631.367
sub-1666,680,594.971,485,516.363,372,398.181,398,387.466,1744,1078.28,1509,973.537,3148,1707.58,3169,1589.9,738,704.424,819,769.544,1611,1527.65,1620,1507.61,789,799.126,858,825.097
