Subject,Left_aLEC.Volume,Left_aLEC.SurfaceArea,Right_aLEC.Volume,Right_aLEC.SurfaceArea,Left_pMEC.Volume,Left_pMEC.SurfaceArea,Right_pMEC.Volume,Right_pMEC.SurfaceArea,Left_Perirhinal.Volume,Left_Perirhinal.SurfaceArea,Right_Perirhinal.Volume,Right_Perirhinal.SurfaceArea,Left_Parahippocampal.Volume,Left_Parahippocampal.SurfaceArea,Right_Parahippocampal.Volume,Right_Parahippocampal.SurfaceArea,Left_DG_CA3.Volume,Left_DG_CA3.SurfaceArea,Right_DG_CA3.Volume,Right_DG_CA3.SurfaceArea,Left_CA1.Volume,Left_CA1.SurfaceArea,Right_CA1.Volume,Right_CA1.SurfaceArea,Left_Subiculum.Volume,Left_Subiculum.SurfaceArea,Right_Subiculum.Volume,Right_Subiculum.SurfaceArea
sub-1488,482.71549248,480.066,428.255283072,439.483,304.482079872,345.525,356.466825216,382.664,2006.363623872,1061.51,1487.753902464,965.99,3354.25380672,1752.24,3026.25481824,1662.17,783.484376256,748.586,901.068919296,817.13,1821.941551104,1602.09,1938.288362112,1626.97,868.887886464,848.391,945.627272448,898.218
sub-1489,772.344787968,643.366,701.794062144,627.716,271.063315008,318.228,330.474452544,355.096,1939.526094144,1072.67,1767.481341696,1085.79,3000.262445568,1597.55,3193.34864256,1677.82,741.401487168,708.856,693.12993792,681.295,1693.217419776,1468.81,1713.021132288,1457.94,906.019847424,841.292,934.48768416,814.573
sub-1490,491.379616704,486.428,438.157139328,427.108,242.595478272,280.831,366.368681472,377.588,1830.605675328,1031.62,1620.191229888,1002.58,2439.569835072,1412.53,2469.27540384,1450.05,482.71549248,547.667,639.907460544,655.65,1293.42997344,1249,1339.226058624,1272.02,586.684983168,617.158,647.333852736,671.865
sub-1491,613.915087872,513.219,528.511577664,467.429,345.327236928,372.025,290.86702752,320.563,823.09180128,610.725,1063.211815488,742.243,2581.909018752,1358.49,2991.598321344,1562.9,561.930342528,572.209,736.45055904,692.838,1845.458459712,1475.88,1823.179283136,1556.48,1019.891194368,884.295,1000.087481856,872.853
sub-1492,530.987041728,533.909,491.379616704,474.044,236.406818112,294.207,334.18764864,359.47,2090.529402048,1145.4,2486.603652288,1313.36,3210.676891008,1757.96,2796.036660288,1572.27,532.22477376,579.762,742.6392192,720.665,1724.160720576,1500.74,1747.677629184,1527.24,875.076546624,775.875,809.476748928,727.708
sub-1493,564.405806592,512.4,410.927034624,427.071,297.05568768,333.815,363.893217408,380.248,1492.704830592,899.39,1407.301320384,918.948,2144.989611456,1331.21,2522.497881216,1408.62,492.617348736,516.699,626.292408192,619.874,1539.738647808,1418.77,1661.036386944,1427.57,736.45055904,700.537,858.986030208,776.253
sub-1494,467.862708096,469.606,535.937969856,498.04,305.719811904,363.16,314.383936128,351.805,1653.609994752,962.808,1740.251236992,986.347,2574.48262656,1443.25,2601.712731264,1485.37,750.065611392,746.281,882.502938816,818.16,1719.209792448,1601.12,1760.054949504,1623.76,742.6392192,783.673,810.71448096,829.634
sub-1495,533.462505792,487.483,532.22477376,469.063,318.097132224,355.041,321.81032832,354.497,1492.704830592,905.19,1610.289373632,989.687,2638.844692224,1406.26,3060.911315136,1623.53,606.48869568,621.51,571.832198784,611.136,1636.281746304,1485.52,1584.29700096,1422.14,841.65778176,791.238,980.283769344,837.663
sub-1496,559.454878464,538.813,498.806008896,493.054,220.316301696,262.518,285.916099392,319.777,1615.24030176,989.288,2054.63517312,1139.29,2370.25684128,1447.66,2612.852319552,1483.15,526.0361136,542.244,618.866016,617.75,1607.813909568,1340.58,1659.798654912,1438.01,803.288088768,767.562,816.90314112,765.733
sub-1497,690.654473856,579.187,570.594466752,540.88,278.4897072,336.928,388.647858048,439.816,2312.083435776,1252.43,2782.421607936,1522.09,3319.597309824,1828.71,3327.023702016,1767.33,545.839826112,589.252,417.115694784,436.879,1627.61762208,1463.3,1380.07121568,1308.57,779.77118016,754.692,784.722108288,694.786
sub-1498,628.767872256,578.164,553.266218304,519.883,310.670740032,364.356,325.523524416,356.116,2272.476010752,1142.79,1490.229366528,1003.07,3440.89504896,1819.2,3406.238552064,1874.34,743.876951232,721.595,877.552010688,832.11,2058.348369216,1792.99,2053.397441088,1796.07,818.140873152,827.556,951.815932608,930.082
sub-1499,757.492003584,631.204,623.816944128,530.539,274.776511104,336.509,414.64023072,417.772,1961.80527072,1105.62,2314.55889984,1260.68,3392.623499712,1791.74,2843.070477504,1609.67,532.22477376,588.423,616.390551936,633.915,1540.97637984,1372.94,1638.757210368,1419.88,891.16706304,825.059,742.6392192,696.853
sub-1500,435.681675264,436.682,597.824571456,567.233,252.497334528,297.677,288.391563456,333.868,1368.931627392,800.484,1169.65677024,796.688,2459.373547584,1416.53,2339.31354048,1367.99,678.277153536,657.664,781.008912192,711.706,1568.206484544,1467.95,1589.247929088,1468.44,698.080866048,766.853,758.729735616,768.11
sub-1501,548.315290176,540.008,481.477760448,484.163,279.727439232,318.132,404.738374464,403.061,1215.452855424,754.395,1434.531425088,931.565,2039.782388736,1277.98,2336.838076416,1383.06,669.613029312,706.321,606.48869568,631.098,1720.44752448,1582.73,1651.134530688,1483.45,893.642527104,892.848,903.54438336,808.837
sub-1502,585.447251136,545.601,589.160447232,511.186,278.4897072,325.569,289.629295488,298.845,1389.973071936,905.747,1651.134530688,1009.78,2192.023428672,1306.05,2937.138111936,1592.5,701.794062144,679.916,794.623964544,748.714,1601.625249408,1473.7,1736.538040896,1558.61,774.820252032,825.055,938.200880256,887.137
sub-1503,691.892205888,583.768,613.915087872,527.511,353.991361152,367.894,372.557341632,394.279,2135.0877552,1131.62,2360.354985024,1226.84,2872.776046272,1581.43,2885.153366592,1624.76,582.971787072,572.749,659.711173056,646.394,1777.383197952,1461.99,1922.197845696,1541.18,907.257579456,807.048,904.782115392,773.841
sub-1504,644.858388672,573.87,698.080866048,603.19,273.538779072,325.419,292.104759552,340.472,2479.177260096,1279.39,2416.052926464,1283.57,3444.608245056,1807.41,3162.40534176,1569.68,495.0928128,513.91,659.711173056,630.348,1766.243609664,1450.45,1753.866289344,1432.64,894.880259136,795.535,785.95984032,701.539
sub-1505,429.493015104,417.587,419.591158848,432.934,288.391563456,297.055,356.466825216,379.724,1833.081139392,995.612,2074.438885632,1113.99,2621.516443776,1485.35,2524.97334528,1451.3,631.24333632,640.54,670.850761344,643.178,1605.338445504,1452.99,1532.312255616,1410.62,674.56395744,723.562,821.854069248,789.812
sub-1506,606.48869568,536.385,559.454878464,505.971,264.874654848,309.382,337.900844736,364.391,2019.978676224,1117.63,1675.889171328,1034.92,2840.59501344,1674.03,3115.371524544,1566.03,405.976106496,475.891,700.556330112,663.794,1154.803985856,1097.57,1562.017824384,1410.81,660.948905088,666.697,711.6959184,722.825
sub-1507,548.315290176,498.418,563.16807456,527.2,336.663112704,358.747,393.598786176,381.161,1406.063588352,976.065,1335.512862528,874.285,2892.579758784,1605.8,2616.565515648,1497.92,513.65879328,544.895,724.07323872,713.077,1747.677629184,1455.2,1794.7114464,1503.63,951.815932608,845.979,920.872631808,830.155
sub-1508,537.175701888,497.041,559.454878464,512.722,350.278165056,361.115,439.39487136,404.102,2319.509827968,1164.43,2178.40837632,1308.77,2938.375843968,1611.05,3168.59400192,1654.01,673.326225408,689.182,808.239016896,770.873,1893.73000896,1665.87,1986.55991136,1700.52,839.182317696,833.935,898.593455232,831.535
sub-1509,555.741682368,487.809,539.651165952,489.659,396.07425024,389.051,399.787446336,388.852,1559.54236032,916.025,1768.719073728,1013.31,3038.63213856,1592.53,2817.078104832,1551.65,762.442931712,727.886,844.133245824,756.402,1793.473714368,1585.32,1711.783400256,1450.33,729.024166848,746.705,709.220454336,706.024
sub-1510,724.07323872,593.668,594.11137536,533.559,300.768883776,354.155,363.893217408,362.741,2396.249213952,1311.44,2013.790016064,1174.9,3137.65070112,1709.87,3742.901664768,1940.24,665.899833216,696.237,762.442931712,725.511,1757.57948544,1532.57,1774.907733888,1494.1,816.90314112,809.13,897.3557232,807.52
sub-1511,703.031794176,588.931,626.292408192,538.608,324.285792384,364.21,371.3196096,380.549,1355.31657504,935.448,1589.247929088,972.461,3102.994204224,1698.66,2755.191503232,1541.47,573.069930816,615.854,755.01653952,706.65,1677.12690336,1471.96,1923.435577728,1607.8,975.332841216,881.991,821.854069248,769.673
sub-1512,476.52683232,458.365,435.681675264,422.147,262.399190784,312.867,351.515897088,368.031,1743.964433088,979.21,1986.55991136,1114.41,2276.189206848,1348.09,2652.459744576,1452.18,589.160447232,612.764,700.556330112,692.136,1495.180294656,1360.02,1528.59905952,1399.31,672.088493376,685.567,699.31859808,708.709
sub-1513,596.586839424,574.153,606.48869568,543.66,266.11238688,328.906,337.900844736,354.782,1654.847726784,1160.46,1781.096394048,1019.94,2710.63315008,1568.82,2834.40635328,1570.43,517.371989376,564.862,602.775499584,631.248,1476.614314176,1343.04,1607.813909568,1432.5,720.360042624,762.984,674.56395744,689.22
sub-1514,816.90314112,644.925,873.838814592,655.327,302.006615808,316.413,367.606413504,368.669,3023.779354176,1456.97,3116.609256576,1539.45,3251.522048064,1770.6,3162.40534176,1680.56,672.088493376,648.297,887.453866944,766.009,2028.642800448,1587.05,2007.601355904,1615.46,915.92170368,838.851,846.608709888,754.017
sub-1515,681.990349632,565.24,729.024166848,596.417,332.949916608,337.468,363.893217408,374.622,1628.855354112,967.663,1316.946882048,825.644,2312.083435776,1372.56,2126.423630976,1256.53,659.711173056,684.655,717.88457856,702.903,1813.27742688,1504.65,1797.186910464,1487.13,902.306651328,854.81,928.299024,825.184
sub-1516,733.975094976,629.689,811.952212992,696.861,313.146204096,331.049,295.817955648,324.385,1319.422346112,848.117,1359.029771136,913.932,2856.685529856,1550.98,2867.825118144,1579.01,569.35673472,594.222,564.405806592,607.744,1748.915361216,1493.7,1835.556603456,1542.94,840.420049728,814.17,991.423357632,904.59
sub-1517,549.553022208,498.048,571.832198784,496.608,237.644550144,320.8,340.3763088,384.137,1146.139861632,748.338,1142.426665536,749.856,1887.5413488,1152.04,2367.781377216,1428.95,627.530140224,624.225,654.760244928,626.225,1544.689575936,1409.28,1502.606686848,1401.36,789.673036416,777.536,832.993657536,771.968
sub-1518,542.126630016,515.134,665.899833216,575.507,365.13094944,378.932,376.270537728,378.895,2094.242598144,1176.08,1430.818228992,948.345,2661.1238688,1645.06,2765.093359488,1651.06,630.005604288,679.13,726.548702784,741.533,1807.08876672,1578.15,1833.081139392,1580.7,925.823559936,909.634,1003.800677952,954.17
sub-1519,700.556330112,609.876,617.628283968,528.561,392.361054144,420.033,464.149512,456.826,1531.074523584,1060.83,1677.12690336,1029.39,3413.664944256,1948.26,3345.589682496,1828.59,424.542086976,550.908,725.310970752,672.75,1716.734328384,1437.23,1939.526094144,1578.58,1203.075535104,1003.48,953.05366464,866.713
sub-1520,612.67735584,545.221,529.749309696,493.747,376.270537728,379.151,476.52683232,432.255,1815.752890944,1054.22,2044.733316864,1192.11,3880.28992032,1934.36,4183.53426816,2060.01,699.31859808,696.711,730.26189888,705.818,1958.092074624,1640.87,1935.812898048,1610.55,966.668716992,948.99,965.43098496,866.629
sub-1521,526.0361136,499.126,606.48869568,574.912,282.202903296,325.012,366.368681472,407.512,2569.531698432,1395.04,1939.526094144,1286.83,3388.910303616,1900.6,2798.512124352,1625.61,560.692610496,584.759,784.722108288,706.521,1873.926296448,1645.27,1830.605675328,1567.96,909.73304352,843.828,855.272834112,800.933
sub-1522,690.654473856,584.028,556.9794144,507.76,302.006615808,311.423,226.504961856,243.721,1857.835780032,1044.17,1746.439897152,1086.67,2484.128188224,1422.58,2836.881817344,1554.89,453.009923712,554.292,535.937969856,574.27,1677.12690336,1407.44,1542.214111872,1343.72,703.031794176,730.225,712.933650432,760.338
sub-1523,474.051368256,464.273,538.41343392,514.134,261.161458752,316.436,329.236720512,359.995,2097.95579424,1110.91,2331.887148288,1258.32,2803.46305248,1697.75,3102.994204224,1738.59,630.005604288,639.816,861.461494272,814.02,1761.292681536,1551.02,1794.7114464,1580.77,764.918395776,754.577,868.887886464,837.179
sub-1524,530.987041728,514.991,576.783126912,559.991,324.285792384,359.007,412.164766656,394.133,1680.840099456,995.879,1804.613302656,1087.96,2860.398725952,1585.23,3242.85792384,1723.11,662.18663712,648.862,711.6959184,663.592,1805.851034688,1545.46,1867.737636288,1546.99,915.92170368,866.631,1044.645835008,879.819
sub-1525,526.0361136,504.026,653.522512896,586.105,252.497334528,283.524,373.795073664,368.379,1432.055961024,911.941,1617.715765824,952.301,2273.713742784,1403.45,2062.061565312,1268.86,657.235708992,657.936,821.854069248,767.935,1859.073512064,1638.44,1812.039694848,1588.59,844.133245824,882.216,764.918395776,781.594
sub-1526,781.008912192,621.738,612.67735584,525.246,397.311982272,405.43,439.39487136,433.199,1186.985018688,833.136,1501.368954816,949.291,2286.091063104,1318.84,2496.505508544,1472.45,632.481068352,617.419,877.552010688,741.956,1942.001558208,1569.48,1972.944859008,1620.34,1063.211815488,909.494,977.80830528,817.164
sub-1527,643.62065664,552.873,537.175701888,507.355,404.738374464,391.854,443.108067456,417.566,1746.439897152,1088.83,2089.291670016,1246.06,3705.769703808,1880.72,4263.98685024,2063.44,681.990349632,682.779,681.990349632,689.186,1948.190218368,1637.13,1975.420323072,1628.69,997.612017792,975.324,1000.087481856,898.598
sub-1528,514.896525312,496.289,602.775499584,497.561,304.482079872,350.2,339.138576768,340.687,1474.138850112,956.272,1967.99393088,1110.01,2549.72798592,1485.81,2945.80223616,1553.17,547.077558144,583.049,800.812624704,733.885,1855.360315968,1461.11,1755.104021376,1454.78,975.332841216,837.596,858.986030208,747.148
sub-1529,469.100440128,460.103,565.643538624,517.233,302.006615808,330.4,311.908472064,321.531,743.876951232,607.912,1135.000273344,784.502,2520.022417152,1402.62,2965.605948672,1702.87,710.458186368,724.289,730.26189888,762.308,1955.61661056,1651.01,1909.820525376,1630.02,1016.177998272,972.719,1011.227070144,958.639
sub-1530,642.382924608,549.553,555.741682368,494.344,315.62166816,356.869,310.670740032,356.655,1758.817217472,1022.76,2021.216408256,1132.9,2341.789004544,1409.47,2393.773749888,1414.86,450.534459648,487.927,524.798381568,541.316,1339.226058624,1197.72,1553.35370016,1317.12,652.284780864,671.028,669.613029312,633.139
sub-1531,517.371989376,469.163,564.405806592,481.572,276.014243136,300.227,334.18764864,335.121,1826.892479232,987.141,1819.46608704,1072.09,2682.165313344,1509.37,2679.68984928,1480.01,585.447251136,609.466,655.99797696,634.025,1408.539052416,1314.21,1409.776784448,1321.52,565.643538624,604.157,674.56395744,669.914
sub-1532,492.617348736,474.669,628.767872256,543.284,241.35774624,297.844,303.24434784,348.615,2033.593728576,1126.3,1828.130211264,1080.31,2871.53831424,1561.36,2804.700784512,1598.68,608.964159744,636.572,490.141884672,567.996,1449.384209472,1345.49,1617.715765824,1419.93,761.20519968,748.835,839.182317696,744.546
sub-1533,685.703545728,563.175,655.99797696,531.103,387.410126016,407.227,457.96085184,450.259,1175.8454304,787.109,1419.678640704,907.224,2813.364908736,1594.09,3230.48060352,1752.83,717.88457856,751.244,914.683971648,829.124,2093.004866112,1795.3,1815.752890944,1624.22,944.389540416,930.108,967.906449024,937.148
sub-1534,547.077558144,526.462,611.439623808,586.094,293.342491584,333.346,319.334864256,344.474,2091.76713408,1116.75,1980.3712512,1144.57,2439.569835072,1448.69,2635.131496128,1509.45,578.020858944,605.925,589.160447232,624.537,1576.870608768,1384.89,1716.734328384,1455.28,769.869323904,778.023,898.593455232,817.031
sub-1535,771.107055936,629.301,597.824571456,529.221,341.614040832,369.796,401.025178368,400.314,1441.95781728,880.747,1700.643811968,980.414,3296.080401216,1742.11,3376.532983296,1708.03,652.284780864,661.028,762.442931712,726.23,1766.243609664,1523.67,1799.662374528,1486.12,907.257579456,850.412,813.189945024,755.487
sub-1536,663.424369152,557.9,677.039421504,576.75,300.768883776,318.875,345.327236928,396.015,2338.075808448,1280.32,2706.919953984,1347.36,3486.691134144,1907.9,3036.156674496,1723.81,599.062303488,632.468,789.673036416,736.689,1777.383197952,1485.27,1867.737636288,1556.36,742.6392192,703.205,878.78974272,815.812
sub-1537,630.005604288,596.264,643.62065664,554.983,235.16908608,284.081,331.712184576,364.923,2626.467371904,1470.42,2189.547964608,1240.76,2986.647393216,1520.62,2804.700784512,1536.1,527.273845632,559.262,721.597774656,683.905,1531.074523584,1426.97,1663.511851008,1469.67,764.918395776,747.495,699.31859808,685.833
sub-1538,523.560649536,487.373,485.190956544,484.576,271.063315008,305.154,252.497334528,304.933,1246.396156224,826.837,1583.059268928,1003.82,2609.139123456,1430.12,2980.458733056,1644.11,595.349107392,606.891,651.047048832,656.031,1685.791027584,1449.86,1657.323190848,1434.15,953.05366464,858.839,983.99696544,810.456
sub-1539,642.382924608,570.595,730.26189888,608.463,269.825582976,324.848,415.877962752,439.782,2204.400748992,1152.73,1658.56092288,1028.78,2688.353973504,1508.92,2882.677902528,1552.13,575.54539488,629.566,685.703545728,682.978,1631.330818176,1455.72,1766.243609664,1519.81,657.235708992,675.562,893.642527104,830.686
sub-1540,915.92170368,723.892,634.956532416,568.955,413.402498688,408.282,483.953224512,446.017,1356.554307072,842.66,1919.722381632,1036.57,2521.260149184,1531.56,3154.978949568,1626.12,746.352415296,745.527,871.363350528,791.691,2262.574154496,1855.02,2099.193526272,1710.47,1162.230378048,1081.64,1154.803985856,972.1
sub-1541,459.198583872,486.777,519.84745344,513.104,237.644550144,301.984,339.138576768,381.799,1830.605675328,981.942,2055.872905152,1188.71,3362.917930944,1793.48,3182.209054272,1692.88,679.514885568,693.321,805.763552832,749.753,1934.575166016,1589.5,1845.458459712,1564.4,969.144181056,894.353,1011.227070144,901.254
sub-1542,608.45668961088,550.216,568.8822707744,500.808,380.90378130112,391.797,371.010176592,384.477,1944.09332534208,1064.62,1788.26905117344,1027.37,3211.71142869808,1754.31,2777.62952208544,1663.14,692.5523296384,687.885,827.35269380016,765.576,1884.73169708736,1646.14,1996.03475006496,1702.46,847.1399032184,877.187,923.81533971408,908.886
sub-1543,486.428688576,490.404,476.52683232,444.251,335.425380672,347.898,423.304354944,419.261,1371.407091456,839.331,1183.271822592,835.385,2760.14243136,1567.21,3111.658328448,1636.06,787.197572352,723.635,974.095109184,800.317,1751.39082528,1545.87,1762.530413568,1548.44,794.623964544,761.025,794.623964544,758.705
sub-1544,496.330544832,502.062,428.255283072,425.089,324.285792384,385.636,393.598786176,403.059,1118.909756928,742.742,1271.150796864,906.308,2680.927581312,1519.3,2286.091063104,1331.78,642.382924608,659.723,799.574892672,733.815,1631.330818176,1506.55,1539.738647808,1456.29,841.65778176,827.545,814.427677056,779.38
sub-1545,684.465813696,557.474,634.956532416,541.381,371.3196096,382.713,455.485387776,433.457,1370.169359424,856,1373.88255552,955.235,2954.466360384,1574.29,2916.096667392,1543.59,599.062303488,633.28,662.18663712,655.237,1677.12690336,1438.91,1690.741955712,1483.95,825.567265344,820.374,837.944585664,805.444
sub-1546,511.183329216,504.472,465.387244032,480.94,268.587850944,322.104,300.768883776,362.441,1851.647119872,1070.7,2361.592717056,1403.47,2752.716039168,1628.97,2760.14243136,1555.54,419.591158848,529.39,512.421061248,547.728,1575.632876736,1463.84,1703.119276032,1449.34,700.556330112,672.674,785.95984032,692.839
sub-1547,527.273845632,495.562,464.149512,464.472,344.089504896,378.484,465.387244032,436.062,1460.52379776,904.154,1559.54236032,969.26,2704.44448992,1550.94,2419.76612256,1416.82,813.189945024,764.323,1053.309959232,875.096,2063.299297344,1691.22,1819.46608704,1566.91,831.755925504,822.515,785.95984032,738.893
sub-1548,511.183329216,476.501,509.945597184,476.088,282.202903296,332.913,330.474452544,352.57,1511.270811072,872.748,1409.776784448,924.339,2159.84239584,1290.08,2054.63517312,1224.82,637.43199648,654.337,677.039421504,656.187,1524.885863424,1449.91,1477.852046208,1380.32,684.465813696,759.579,818.140873152,794.407
sub-1549,735.212827008,629.819,726.548702784,628.889,292.104759552,323.502,311.908472064,346.914,2193.261160704,1132.94,2479.177260096,1279.86,3102.994204224,1692.51,2864.111922048,1616.48,711.6959184,708.85,932.012220096,825.233,2000.174963712,1673.9,1890.016812864,1604.63,881.265206784,868.948,829.28046144,801.002
sub-1550,491.379616704,476.006,474.051368256,450.322,273.538779072,303.751,402.2629104,409.215,2166.031056,1163.96,2351.6908608,1261.48,2550.965717952,1463.27,3026.25481824,1608.06,677.039421504,664.241,747.590147328,693.761,1699.406079936,1515.48,1614.002569728,1436.89,654.760244928,689,882.502938816,827.428
sub-1551,699.31859808,620.763,663.424369152,611.543,370.081877568,379.161,491.379616704,456.5,1388.735339904,968.464,1698.168347904,1045.48,2922.285327552,1577.2,2692.0671696,1476.74,589.160447232,581.9,768.631591872,696.95,1904.869597248,1470.48,2065.774761408,1638.38,880.027474752,779.195,913.446239616,804.799
sub-1552,677.039421504,565.47,703.031794176,541.743,310.670740032,336.23,413.402498688,404.408,2359.117252992,1207.99,2146.227343488,1122.4,2869.062850176,1689.94,2885.153366592,1587.41,719.122310592,680.828,938.200880256,800.263,1881.35268864,1532.01,1716.734328384,1580.86,703.031794176,721.752,729.024166848,725.243
sub-1553,701.794062144,638.098,625.05467616,582.977,347.802700992,399.524,372.557341632,381.759,2601.712731264,1449.49,1581.821536896,945.618,3586.947428736,1852.49,2813.364908736,1529.25,504.994669056,524.132,787.197572352,745.655,1835.556603456,1520.12,1961.80527072,1592.28,888.691598976,783.434,985.234697472,882.909
sub-1554,627.530140224,531.445,523.560649536,475.95,299.531151744,312.922,389.88559008,387.626,1590.48566112,920.545,1767.481341696,994.57,2417.290658496,1403.68,1990.273107456,1252.81,465.387244032,516.243,705.50725824,683.461,1729.111648704,1398.33,1673.413707264,1464.22,835.4691216,782.355,813.189945024,724.303
sub-1555,729.024166848,629.641,592.873643328,536.874,356.466825216,377.452,392.361054144,414.149,1606.576177536,960.486,1714.25886432,964.313,2877.7269744,1581.24,2689.591705536,1555.39,659.711173056,650.551,684.465813696,661.775,1800.90010656,1543.04,1834.318871424,1560.06,851.559638016,837.368,852.797370048,802.026
sub-1556,784.722108288,671.661,670.850761344,569.247,339.138576768,375.83,379.983733824,385.939,1658.56092288,963.869,1857.835780032,1002.77,2891.342026752,1601.96,2625.229639872,1519.06,479.002296384,505.366,771.107055936,736.349,1581.821536896,1342.7,1902.394133184,1553.53,896.117991168,830.867,962.955520896,877.083
sub-1557,582.971787072,557.141,460.436315904,448.51,332.949916608,363.912,429.493015104,410.608,815.665409088,627.505,1042.170370944,730.205,2388.82282176,1411.18,2466.799939776,1421.55,715.409114496,711.505,652.284780864,661.388,1689.50422368,1590.96,1792.235982336,1545.76,856.510566144,916.645,988.947893568,927.09
sub-1558,553.266218304,527.648,523.560649536,514.154,334.18764864,385.856,373.795073664,386.585,2003.888159808,1089.35,1122.622953024,846.312,2562.10530624,1438.5,2146.227343488,1347.7,803.288088768,733.992,802.050356736,764.457,1675.889171328,1543.12,1839.269799552,1636.76,792.14850048,791.836,901.068919296,877.803
sub-1559,652.284780864,576.603,532.22477376,499.592,402.2629104,390.13,342.851772864,354.979,1194.41141088,849.412,1652.37226272,1102.91,3403.763088,1683.24,3553.528663872,1808.58,691.892205888,672.713,804.5258208,739.933,1995.224035584,1628.29,1953.141146496,1600.19,894.880259136,832.904,951.815932608,830.964
sub-1560,618.866016,580.765,601.537767552,564.721,399.787446336,470.338,355.229093184,425.401,1578.1083408,1005.99,1595.436589248,1085.42,3301.031329344,1763.25,3296.080401216,1731.95,716.646846528,712.211,701.794062144,687.763,1996.461767616,1655.18,1925.911041792,1600.87,948.102736512,915.349,966.668716992,835.907
sub-1561,654.760244928,580.251,518.609721408,517.003,221.554033728,280.095,325.523524416,363.967,2029.88053248,1152.21,2053.397441088,1192.94,3443.370513024,1744.11,3579.521036544,1878.92,556.9794144,608.06,703.031794176,675.649,1657.323190848,1502.48,1656.085458816,1472.72,985.234697472,958.777,883.740670848,828.353
sub-1562,594.11137536,510.696,522.322917504,472.696,368.844145536,368.826,417.115694784,401.903,1590.48566112,990.868,1368.931627392,923.362,3262.661636352,1673.5,2651.222012544,1491,783.484376256,741.652,847.84644192,757.792,2261.336422464,1779.58,2166.031056,1730.5,1005.038409984,903.826,1011.227070144,853.534
sub-1563,704.269526208,577.851,639.907460544,541.678,363.893217408,364.727,388.647858048,383.705,1746.439897152,1023,1790.998250304,999.054,3015.115229952,1660.28,2852.97233376,1591.27,644.858388672,633.703,715.409114496,691.429,1661.036386944,1450.32,1840.507531584,1560.34,897.3557232,844.438,825.567265344,767.545
sub-1564,740.163755136,638.434,797.099428608,659.057,282.202903296,321.468,398.549714304,401.936,1231.54337184,814.126,1195.649142912,878.018,2569.531698432,1405.48,2414.815194432,1377.95,483.953224512,553.925,604.013231616,636.051,1506.319882944,1327.03,1579.346072832,1392.01,930.774488064,895.575,941.914076352,881.291
sub-1565,503.756937024,492.297,570.594466752,529.048,321.81032832,357.861,449.296727616,428.313,1527.361327488,1104.49,1601.625249408,948.46,2902.48161504,1551.51,3839.444763264,1896.32,762.442931712,730.296,724.07323872,691.113,2221.72899744,1795.55,2385.109625664,1849.13,919.634899776,883.53,1225.35471168,1012.87
sub-1566,527.273845632,474.434,497.568276864,457.268,339.138576768,382.765,377.50826976,403.615,1753.866289344,950.178,1849.171655808,1028.25,2900.006150976,1672.63,2615.327783616,1517.62,540.888897984,588.002,637.43199648,630.56,1882.590420672,1522.96,1713.021132288,1443.45,1016.177998272,900.17,964.193252928,816.943
sub-1567,556.9794144,549.296,627.530140224,536.222,344.089504896,401.467,326.761256448,360.875,1537.263183744,996.24,1351.603378944,899.081,2818.315836864,1467.87,2553.441182016,1517.22,570.594466752,604.591,722.835506688,702.676,1533.549987648,1417,1583.059268928,1423.54,886.216134912,864.185,902.306651328,818.454
sub-1568,456.723119808,435.129,394.836518208,393.937,240.120014208,271.965,238.882282176,268.069,1227.830175744,797.149,1357.792039104,855.177,2023.69187232,1231.78,2475.464064,1409.55,462.911779968,517.93,647.333852736,642.008,1336.75059456,1232.88,1334.275130496,1284.14,717.88457856,702.485,683.228081664,685.292
sub-1569,733.975094976,612.156,651.047048832,545.583,372.557341632,391.084,387.410126016,383.857,2016.265480128,1109.8,1873.926296448,1114.88,2906.194811136,1622.2,2982.93419712,1708.06,579.258590976,614.613,660.948905088,658.401,1892.492276928,1582.71,1802.137838592,1541.59,992.661089664,923.939,1019.891194368,900.921
sub-1570,616.390551936,574.306,612.67735584,590.581,276.014243136,305.618,293.342491584,320.033,1304.569561728,881.373,1797.186910464,1048.04,2539.826129664,1499.48,2334.362612352,1452.17,497.568276864,569.685,539.651165952,593.144,1564.493288448,1406.83,1391.210803968,1329.03,837.944585664,894.86,878.78974272,885.661
sub-1571,469.100440128,461.473,570.594466752,563.553,384.934661952,399.026,425.779819008,446.561,2065.774761408,1277.46,1357.792039104,980.838,3474.313813824,1770.49,2866.587386112,1581.95,584.209519104,627.91,779.77118016,732.283,1841.745263616,1561.36,2109.095382528,1666.57,850.321905984,787.8,1122.622953024,928.948
sub-1572,632.481068352,543.445,726.548702784,599.918,283.440635328,295.094,459.198583872,429.942,1855.360315968,992.471,1680.840099456,1047.55,2862.874190016,1478.34,3329.49916608,1649.31,554.503950336,552.122,706.744990272,677.882,1618.953497856,1363.16,1924.67330976,1489.52,688.179009792,666.994,800.812624704,730.583
sub-1573,592.873643328,525.384,564.405806592,494.297,302.006615808,313.033,337.900844736,361.403,1550.878236096,980.253,1829.367943296,1152.19,2640.082424256,1541.52,2924.760791616,1658.99,601.537767552,596.153,606.48869568,635.802,1688.266491648,1421.28,1769.95680576,1459.68,756.254271552,731.071,912.208507584,784.081
